ids	textes	classes
16246	jerk me jolly   fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck computers	1
137246	Crikey, not only did I piss of 'Daddy' I pissed off 'Mummy' too.. I'm such a bad, bad boy.  STOP Wikipedia elitism.	1
1023	Where is the real vagina?   The real photo of vagina is gone!  Would you mind if I make the new one?  The vagina picture is Indonesian's vagina. Do you love it?	1
117511	Go away   Noone missed you while you were gone, you horrid piece of shit. Now piss off and DON'T FUCKING EVER COME BACK 94.13.115.200	1
84931	""" You can shove that up your ass to fuckwit. Pro """	1
146437	Congratulations!   Congratulations, AussieLegend, you have won the asshole of the year award! You won this award by harassing users in the past and saying hateful things about and to them! In order to claim your award, you must call 1-800-Asshole (1-800-277-4653)! Once again, Congratulations for your win! 142.177.169.68	1
11058	WTF is up with this page? http://uncyclopedia.org/wiki/User:Sir_james_paul	1
40199	Nice to know you back nazi's	1
136645	... AmeriKKKans are fucking gay ... U.S.A. sucks balls  '' ... The whole world hate U.S.A. incest population	1
17433	hey perv!!   Do the wikipedia people know that a convicted sex offender such as yourself is editing on wikipedia?  You are a disturbed person, and an all around loser	1
22246	Who the hell is Eoganan ? You cant prove I'm him or not anyway.	1
58374	Obviously you're an idiot so let me make it clear, I am not another user so stop accusing me of being one particularly ones that are vandals as I am not.	1
33687	Hey simon   Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You  block me   you know your going to so I wont fight it   Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me	1
93701	yall dont even wait until a mf'er is finished writing the darn thang b4 u hate, do yall? who r u people? y r all yall bullying me? how does this help anybody?	1
91521	What's the difference? You have not taken the time to check the facts. You ask me to calm down QUIT ATTACKING ME WITH YOU PATRONIZATIONS. Youi have EVERYONE BLOCKED OVER THERE!@#$% You people are so stupid it's ding ding!	1
149285	U iz a bitch.  -Donny's Mom	1
93098	not a crime when everybody can edit it ;) have a nice night guys, keep that stick up your ass, heros, it looks good on yas.	1
27028	The arrest of Gerry Adams isn't front page news according to Wikipedia   If you want to know why, read the Wikipedia:In the news/Candidates page. There you will find all sorts of uninformed, illogical, and downright dishonest claims about the UK legal system and the way the British press works. You will also see the quite idiotic claim that, by ignoring this news, Wikipedia is somehow defending Adam's from defamation - something apparently the rest of the world's media (and indeed Wikipedia's own article on Adams), isn't apparently all that concerned about. If like me, you think this is contemptible, and want to challenge it - then you will just have complain to your congressman I guess, because it has become clear to me today at Wikipedia talk:In the news that the people at Wikipedia who make those sort of arguments, will absolutely, positively, not answer any questions at all about it - and others will apparently defend their rights to do so, by closing down such discussions. Apparently it's 'disruptive' to question the logic that goes into faulty Wikipedia decision making like this. As always, if you want to know what's going on the world, consult the other 'old media' outlets who, for all their faults, still make it their job to report on the news in a serious and credible manner. Only come to Wikipedia if you want to know about video games and other stuff nobody really gives a crap about.	1
17057	Please refrain from making me fuch you. Your edits appear to constitute masturbation and have been reverted or removed. If you would like to experiment, please use the sex-room. Thank you. 2A00:1CA8:18:0:216:3EFF:FECE:1ACB	1
109535	"""  Fuck off. WP:MOSISLAM mentions """"pbuh"""" and """"as"""", not titles, you idiot. Are """"king"""", """"prince"""" and """"duke"""" honorifics? Again, fuck off."""	1
141015	Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks   Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks   Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks   Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks   Anthony Bradbury sucks cock and eats shit,	1
92166	Grow some pubic hair while you're at it!  Take your cock out of your mouth so you can say something that makes sense!	1
28455	User:Abd is muslim cr@p	1
109350	ME!   U havnt been 2 kaipara college, u dont kno what iyts like faggot!!!	1
9305	!  Suck my DIHCK! Nihgga!  You don't want people to know the TRUTH about utorrant, you FAG	1
134685	Nipple   Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipple Nipp	1
238	u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie	1
28654	How long I last?  What is that supposed to mean?  It's amazing how ignorant you are.  You are a disgrace to Wikipedia.	1
144949	Your  A little insignificant Mother's  Lover  you motha fucka..what ya thnk of yr self..u dumb ass..u thnk u r v smart..u son of bitch.....  fuck your mother by	1
113305	How is this racist? 86.182.174.123	1
8147	I don't believe you're a faggot.  You're more like a Eurotoxin douche.	1
73693	Mass Murder  TAB  Che Guevara was a mass murderer. He killed hundreds with his own hand. His ideology, the communism, murdered nearly 100million people and ruined the life of billions. Your idol is this communist pig. I won't stop while we both are living. If you, an american Jew, who never seen the communism directly, can't understand this, then I let you understand by Hitler. 80.99.29.195	1
